model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
USC-SIkJalpha,inc death,5,CZ,121,33,1,87,NA,161,NA,0.14,0.29,0.58,1,21,Czechia
EuroCOVIDhub-relative_skill_weighted_mean,inc death,2,CZ,14,8,1,4,0.31,17,0.29,0.65,0.95,0.05,1,20,Czechia
EuroCOVIDhub-relative_skill_weighted_median,inc death,2,CZ,13,8,2,4,0.3,17,0.29,0.65,0.9,0.09,1,20,Czechia
LANL-GrowthRate,inc death,6,CZ,78,28,1,50,NA,121,NA,0.21,0.79,0.48,1,19,Czechia
UMass-MechBayes,inc death,3,CZ,23,9,7,7,0.3,39,0.37,0.25,0.9,0.01,1,20,Czechia
EuroCOVIDhub-relative_skill_weighted_mean,inc death,3,CZ,15,9,1,5,0.27,19,0.26,0.74,0.95,0.1,1,19,Czechia
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,2,CZ,13,7,1,4,0.33,18,0.33,0.68,0.95,0.03,1,19,Czechia
EuroCOVIDhub-relative_skill_weighted_median,inc death,3,CZ,15,9,1,5,0.27,20,0.27,0.68,0.95,0.08,1,19,Czechia
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,2,CZ,13,7,2,4,0.32,17,0.32,0.68,0.89,0.07,1,19,Czechia
UMass-MechBayes,inc death,4,CZ,22,10,5,7,0.23,36,0.28,0.37,0.89,0.03,1,19,Czechia
EuroCOVIDhub-relative_skill_weighted_mean,inc death,4,CZ,17,10,1,6,0.25,21,0.25,0.72,0.89,0.15,1,18,Czechia
EuroCOVIDhub-relative_skill_weighted_median,inc death,4,CZ,16,9,1,5,0.24,23,0.26,0.61,0.94,0.09,1,18,Czechia
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,3,CZ,14,6,1,7,0.29,21,0.32,0.65,0.94,0.09,1,17,Czechia
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,3,CZ,14,6,2,6,0.29,21,0.33,0.59,0.94,0.08,1,17,Czechia
MUNI-ARIMA,inc death,1,CZ,11,6,2,3,0.51,16,0.42,0.59,0.88,-0.09,1,17,Czechia
MUNI-ARIMA,inc death,2,CZ,18,10,3,5,0.53,24,0.48,0.62,0.88,-0.09,1,16,Czechia
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,4,CZ,13,5,1,7,0.25,21,0.29,0.6,0.8,0.2,1,15,Czechia
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,4,CZ,12,5,1,6,0.23,18,0.26,0.53,0.87,0.13,1,15,Czechia
MUNI-ARIMA,inc death,3,CZ,17,11,3,4,0.5,25,0.53,0.71,0.86,-0.11,1,14,Czechia
MUNI-ARIMA,inc death,4,CZ,18,13,2,3,0.48,26,0.53,0.77,0.92,-0.07,1,13,Czechia
Karlen-pypm,inc death,1,CZ,5,1,1,3,0.39,7,0.34,0.57,0.86,-0.19,1,7,Czechia
Karlen-pypm,inc death,2,CZ,7,1,2,4,0.41,10,0.4,0.5,0.83,-0.11,1,6,Czechia
Karlen-pypm,inc death,3,CZ,9,2,1,6,0.41,12,0.46,0.4,0.8,0.19,1,5,Czechia
Karlen-pypm,inc death,4,CZ,13,4,1,8,0.41,20,0.56,0,0.75,0.46,1,4,Czechia
EuroCOVIDhub-baseline,inc case,1,DE,8237,1581,3357,3298,1,12343,1,0.2,0.96,-0.04,1,25,Germany
EuroCOVIDhub-ensemble,inc case,1,DE,5172,2635,992,1546,0.56,8296,0.62,0.64,1,-0,1,25,Germany
EuroCOVIDhub-mean,inc case,1,DE,5136,2633,966,1537,0.56,8157,0.61,0.64,1,0.01,1,25,Germany
EuroCOVIDhub-median,inc case,1,DE,5257,2154,1072,2031,0.57,8565,0.64,0.44,0.96,0.02,1,25,Germany
FIAS_FZJ-Epi1Ger,inc case,1,DE,8296,1278,1169,5849,0.94,11176,0.86,0.2,0.6,0.16,1,25,Germany
IEM_Health-CovidProject,inc case,1,DE,8240,4302,1625,2313,0.91,12000,0.91,0.4,0.84,-0.07,1,25,Germany
ILM-EKF,inc case,1,DE,6346,2365,1370,2611,0.7,10854,0.82,0.32,0.88,-0.02,1,25,Germany
ITWW-county_repro,inc case,1,DE,8572,719,341,7512,0.94,10436,0.8,0.32,0.52,0.55,1,25,Germany
Karlen-pypm,inc case,1,DE,6630,2533,1005,3092,0.75,10199,0.78,0.36,0.84,0.28,1,25,Germany
LANL-GrowthRate,inc case,1,DE,8065,5851,2040,174,0.86,10105,0.74,0.58,1,-0.36,1,24,Germany
UNIPV-BayesINGARCHX,inc case,1,DE,6478,1141,2609,2728,0.74,8468,0.64,0.17,0.33,-0.08,1,24,Germany
USC-SIkJalpha,inc case,1,DE,9627,3436,2690,3500,1.05,11459,0.86,0.4,0.56,0,1,25,Germany
epiforecasts-EpiExpert,inc case,1,DE,5632,1800,1621,2211,0.62,9232,0.69,0.36,0.88,0.01,1,25,Germany
epiforecasts-EpiNow2,inc case,1,DE,8048,4171,837,3040,0.91,13347,1.02,0.56,0.92,0.09,1,25,Germany
itwm-dSEIR,inc case,1,DE,5558,804,826,3927,0.57,7277,0.53,0.4,0.64,0.13,1,25,Germany
EuroCOVIDhub-baseline,inc case,2,DE,14601,3022,5355,6224,1,22088,1,0.29,0.79,-0.05,1,24,Germany
EuroCOVIDhub-ensemble,inc case,2,DE,10042,4082,2219,3742,0.6,16968,0.69,0.33,0.96,-0.01,1,24,Germany
EuroCOVIDhub-mean,inc case,2,DE,10020,4119,2159,3742,0.6,16788,0.68,0.38,0.96,0.02,1,24,Germany
EuroCOVIDhub-median,inc case,2,DE,10671,3648,2628,4395,0.63,17950,0.72,0.21,0.88,-0.01,1,24,Germany
FIAS_FZJ-Epi1Ger,inc case,2,DE,15044,2290,3120,9634,0.89,20453,0.83,0.08,0.58,0.19,1,24,Germany
IEM_Health-CovidProject,inc case,2,DE,14932,6069,3301,5562,0.95,20338,0.9,0.33,0.67,-0.07,1,24,Germany
ILM-EKF,inc case,2,DE,12480,5147,2402,4931,0.74,20645,0.83,0.33,0.92,0.01,1,24,Germany
ITWW-county_repro,inc case,2,DE,18797,1533,1763,15501,1.06,23083,0.93,0.12,0.46,0.38,1,24,Germany
Karlen-pypm,inc case,2,DE,12484,3721,1695,7068,0.75,18333,0.74,0.25,0.75,0.26,1,24,Germany
LANL-GrowthRate,inc case,2,DE,12273,7160,4137,976,0.74,18192,0.73,0.57,0.87,-0.31,1,23,Germany
UNIPV-BayesINGARCHX,inc case,2,DE,14071,1159,7675,5236,0.84,15959,0.65,0.26,0.39,-0.2,1,23,Germany
USC-SIkJalpha,inc case,2,DE,16289,3984,6355,5951,0.99,19509,0.8,0.21,0.29,-0.05,1,24,Germany
epiforecasts-EpiExpert,inc case,2,DE,11098,2557,3594,4947,0.63,16449,0.65,0.21,0.67,0.03,1,24,Germany
epiforecasts-EpiNow2,inc case,2,DE,14936,6834,1976,6126,0.96,22332,0.95,0.5,0.88,0.11,1,24,Germany
itwm-dSEIR,inc case,2,DE,11197,2191,1826,7180,0.64,16159,0.63,0.33,0.71,0.06,1,24,Germany
EuroCOVIDhub-baseline,inc case,3,DE,20311,4091,6133,10088,1,31073,1,0.3,0.83,-0.04,1,23,Germany
EuroCOVIDhub-ensemble,inc case,3,DE,15260,5982,2506,6772,0.68,23352,0.71,0.35,0.91,0.05,1,23,Germany
EuroCOVIDhub-mean,inc case,3,DE,15100,6069,2257,6773,0.67,23081,0.7,0.39,0.91,0.08,1,23,Germany
EuroCOVIDhub-median,inc case,3,DE,16061,5299,3355,7407,0.71,24935,0.74,0.3,0.78,0.01,1,23,Germany
FIAS_FZJ-Epi1Ger,inc case,3,DE,22620,3499,3986,15135,0.97,29838,0.88,0.13,0.61,0.17,1,23,Germany
IEM_Health-CovidProject,inc case,3,DE,23207,8247,5065,9895,1.09,30790,0.99,0.26,0.57,-0.05,1,23,Germany
ILM-EKF,inc case,3,DE,20052,9173,2843,8036,0.86,31308,0.91,0.39,0.91,0.05,1,23,Germany
ITWW-county_repro,inc case,3,DE,30501,2562,1753,26185,1.21,37648,1.06,0.09,0.39,0.32,1,23,Germany
Karlen-pypm,inc case,3,DE,21395,5723,2356,13317,0.88,32254,0.88,0.13,0.65,0.25,1,23,Germany
LANL-GrowthRate,inc case,3,DE,16627,7979,5710,2939,0.76,24613,0.75,0.45,0.68,-0.24,1,22,Germany
UNIPV-BayesINGARCHX,inc case,3,DE,17507,1210,7471,8826,0.79,19346,0.58,0.23,0.23,-0.19,1,22,Germany
USC-SIkJalpha,inc case,3,DE,21567,4636,8100,8831,0.99,26011,0.78,0.13,0.13,0.01,1,23,Germany
epiforecasts-EpiExpert,inc case,3,DE,14497,3479,3694,7324,0.63,21611,0.63,0.26,0.61,0.13,1,23,Germany
epiforecasts-EpiNow2,inc case,3,DE,23207,10022,2738,10447,1.07,31918,0.99,0.43,0.74,0.12,1,23,Germany
itwm-dSEIR,inc case,3,DE,17595,4535,2613,10446,0.73,26481,0.74,0.3,0.83,0.01,1,23,Germany
EuroCOVIDhub-baseline,inc case,4,DE,25635,4915,6671,14049,1,38733,1,0.32,0.77,-0,1,22,Germany
EuroCOVIDhub-ensemble,inc case,4,DE,21732,8692,1976,11065,0.73,31766,0.75,0.32,0.77,0.11,1,22,Germany
EuroCOVIDhub-mean,inc case,4,DE,21401,8914,1423,11065,0.71,30950,0.72,0.41,0.77,0.14,1,22,Germany
EuroCOVIDhub-median,inc case,4,DE,21018,7263,3087,10668,0.71,31960,0.75,0.32,0.73,0.03,1,22,Germany
FIAS_FZJ-Epi1Ger,inc case,4,DE,31422,5076,3901,22445,1.03,41669,0.94,0.27,0.59,0.12,1,22,Germany
IEM_Health-CovidProject,inc case,4,DE,31651,11182,5916,14554,1.19,44065,1.11,0.32,0.5,-0.02,1,22,Germany
ILM-EKF,inc case,4,DE,31383,15397,2648,13338,1.01,46756,1.03,0.41,0.82,0.07,1,22,Germany
ITWW-county_repro,inc case,4,DE,46009,4040,1131,40838,1.34,55089,1.17,0.18,0.36,0.42,1,22,Germany
Karlen-pypm,inc case,4,DE,34282,8941,2219,23122,0.99,49690,0.98,0.09,0.64,0.27,1,22,Germany
LANL-GrowthRate,inc case,4,DE,21095,8783,6885,5427,0.79,31172,0.77,0.24,0.76,-0.16,1,21,Germany
USC-SIkJalpha,inc case,4,DE,27179,5891,8956,12331,0.97,32379,0.76,0.18,0.27,-0.04,1,22,Germany
epiforecasts-EpiExpert,inc case,4,DE,16379,4536,2439,9404,0.58,24248,0.57,0.32,0.64,0.22,1,22,Germany
epiforecasts-EpiNow2,inc case,4,DE,32876,15107,2513,15256,1.21,42038,1.02,0.41,0.68,0.13,1,22,Germany
itwm-dSEIR,inc case,4,DE,24371,8029,2051,14290,0.73,37950,0.81,0.36,0.91,0,1,22,Germany
EuroCOVIDhub-relative_skill_weighted_mean,inc case,1,DE,4321,2429,561,1331,0.56,6756,0.59,0.67,1,0.04,1,21,Germany
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,1,DE,4297,2279,518,1500,0.55,6905,0.61,0.62,0.95,0.05,1,21,Germany
EuroCOVIDhub-relative_skill_weighted_median,inc case,1,DE,4245,2042,670,1533,0.55,6801,0.6,0.52,0.95,0.04,1,21,Germany
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,1,DE,4264,1946,638,1680,0.55,7033,0.62,0.52,0.95,0.05,1,21,Germany
LANL-GrowthRate,inc case,5,DE,25977,9669,8529,7779,NA,37772,NA,0.25,0.7,-0.1,1,20,Germany
USC-SIkJalpha,inc case,5,DE,36544,7379,11053,18113,NA,43613,NA,0.1,0.1,0.01,1,21,Germany
EuroCOVIDhub-relative_skill_weighted_mean,inc case,2,DE,8217,3556,1351,3311,0.6,13407,0.67,0.4,0.95,0.02,1,20,Germany
EuroCOVIDhub-relative_skill_weighted_median,inc case,2,DE,8512,3219,1831,3462,0.62,13146,0.65,0.4,0.9,-0.04,1,20,Germany
LANL-GrowthRate,inc case,6,DE,31131,10773,10058,10300,NA,45954,NA,0.32,0.68,0.01,1,19,Germany
EuroCOVIDhub-relative_skill_weighted_mean,inc case,3,DE,13631,4801,1790,7040,0.68,20173,0.7,0.42,0.89,0.06,1,19,Germany
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,2,DE,8183,3368,955,3861,0.63,12911,0.69,0.47,0.95,0.04,1,19,Germany
EuroCOVIDhub-relative_skill_weighted_median,inc case,3,DE,13850,4419,2576,6855,0.7,20542,0.7,0.32,0.74,-0.01,1,19,Germany
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,2,DE,8279,3124,1033,4121,0.64,12301,0.66,0.37,0.89,0.04,1,19,Germany
epiforecasts-EpiExpert_Rt,inc case,1,DE,4524,2089,1660,776,0.64,7141,0.71,0.56,1,0.05,1,18,Germany
EuroCOVIDhub-relative_skill_weighted_mean,inc case,4,DE,19597,6432,1564,11602,0.74,28005,0.75,0.44,0.78,0.11,1,18,Germany
EuroCOVIDhub-relative_skill_weighted_median,inc case,4,DE,19140,5759,2968,10414,0.74,28093,0.75,0.33,0.67,0.03,1,18,Germany
HZI-AgeExtendedSEIR,inc case,1,DE,4048,1018,387,2642,0.63,10764,0.8,0.33,1,-0.01,1,24,Germany
epiforecasts-EpiExpert_Rt,inc case,2,DE,6341,2342,2465,1535,0.51,10362,0.56,0.24,0.88,0.05,1,17,Germany
epiforecasts-EpiExpert_direct,inc case,1,DE,4423,1151,681,2591,0.7,6285,0.7,0.39,0.72,0.08,1,18,Germany
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,3,DE,14363,3892,1977,8494,0.74,21878,0.77,0.29,0.82,0.1,1,17,Germany
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,3,DE,14308,3720,2426,8162,0.75,21351,0.75,0.24,0.71,0.04,1,17,Germany
HZI-AgeExtendedSEIR,inc case,2,DE,9016,1756,858,6402,0.78,17717,0.76,0.41,0.82,0.08,1,23,Germany
MUNI-ARIMA,inc case,1,DE,3264,1215,758,1291,0.59,5027,0.63,0.71,0.88,-0.03,1,17,Germany
epiforecasts-EpiExpert_Rt,inc case,3,DE,7554,2710,2208,2636,0.4,11996,0.42,0.38,0.94,0.12,1,16,Germany
epiforecasts-EpiExpert_direct,inc case,2,DE,7974,1465,1255,5254,0.71,11149,0.68,0.29,0.65,0.09,1,17,Germany
HZI-AgeExtendedSEIR,inc case,3,DE,14987,2179,1914,10894,0.88,27011,0.84,0.31,0.88,0.06,1,22,Germany
MUNI-ARIMA,inc case,2,DE,5633,2313,1018,2301,0.62,8871,0.66,0.44,0.94,-0.16,1,16,Germany
epiforecasts-EpiExpert_Rt,inc case,4,DE,10436,3360,1910,5166,0.39,15687,0.4,0.47,0.73,0.08,1,15,Germany
epiforecasts-EpiExpert_direct,inc case,3,DE,12227,1924,1348,8956,0.73,16570,0.69,0.19,0.44,0.17,1,16,Germany
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,4,DE,15983,4161,2072,9750,0.8,23077,0.81,0.33,0.67,0.08,1,15,Germany
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,4,DE,15602,3593,3200,8809,0.8,21920,0.78,0.2,0.67,-0.01,1,15,Germany
HZI-AgeExtendedSEIR,inc case,4,DE,18428,2640,2001,13787,0.91,37231,0.87,0.2,0.87,0.09,1,21,Germany
RobertWalraven-ESG,inc case,1,DE,3576,1126,2335,115,1,11250,0.88,0.36,0.6,-0.38,1,25,Germany
epiforecasts-EpiExpert_direct,inc case,4,DE,15462,2573,1689,11200,0.79,20584,0.73,0.2,0.47,0.26,1,15,Germany
MUNI-ARIMA,inc case,3,DE,7061,2798,2292,1971,0.73,11948,0.8,0.36,0.93,-0.3,1,14,Germany
RobertWalraven-ESG,inc case,2,DE,6727,1353,5282,92,1.17,21229,0.9,0.29,0.42,-0.44,1,24,Germany
CovidMetrics-epiBATS,inc case,1,DE,2674,1669,874,131,0.97,3761,0.95,0.77,1,-0.17,1,13,Germany
MUNI-ARIMA,inc case,4,DE,9247,3199,3519,2529,0.85,15548,0.94,0.38,0.92,-0.35,1,13,Germany
RobertWalraven-ESG,inc case,3,DE,9579,1544,8011,24,1.22,32314,0.95,0.22,0.3,-0.46,1,23,Germany
CovidMetrics-epiBATS,inc case,2,DE,5834,3409,2161,264,1.18,8944,1.22,0.75,1,-0.18,1,12,Germany
RobertWalraven-ESG,inc case,4,DE,11870,1680,10165,24,1.32,41156,0.95,0.23,0.32,-0.48,1,22,Germany
CovidMetrics-epiBATS,inc case,3,DE,8127,4461,3491,175,1.05,13148,1.12,0.8,1,-0.28,1,10,Germany
CovidMetrics-epiBATS,inc case,4,DE,9484,5226,4108,150,1.06,16419,1.24,0.78,1,-0.28,1,9,Germany
EuroCOVIDhub-baseline,inc death,1,DE,87,41,10,37,1,120,1,0.6,1,0.28,1,25,Germany
EuroCOVIDhub-ensemble,inc death,1,DE,57,40,7,10,0.62,82,0.64,0.84,1,0.07,1,25,Germany
EuroCOVIDhub-mean,inc death,1,DE,57,40,7,10,0.62,80,0.63,0.76,1,0.07,1,25,Germany
EuroCOVIDhub-median,inc death,1,DE,57,37,8,12,0.62,84,0.67,0.76,1,0.09,1,25,Germany
FIAS_FZJ-Epi1Ger,inc death,1,DE,171,9,39,122,1.8,203,1.59,0.04,0.16,0.15,1,25,Germany
IEM_Health-CovidProject,inc death,1,DE,104,68,30,6,1.11,152,1.19,0.72,0.96,-0.1,1,25,Germany
ILM-EKF,inc death,1,DE,89,63,3,23,0.99,118,0.92,0.8,0.96,0.17,1,25,Germany
ITWW-county_repro,inc death,1,DE,101,5,86,9,1.11,118,0.97,0.08,0.32,-0.49,1,25,Germany
Karlen-pypm,inc death,1,DE,72,38,4,30,0.81,121,1.01,0.48,1,0.29,1,25,Germany
LANL-GrowthRate,inc death,1,DE,77,25,44,7,0.82,115,0.93,0.5,0.92,-0.19,1,24,Germany
MIT_CovidAnalytics-DELPHI,inc death,1,DE,80,48,21,12,0.87,117,0.92,0.72,0.96,-0.11,1,25,Germany
RobertWalraven-ESG,inc death,1,DE,76,36,33,7,0.8,113,0.88,0.76,0.96,-0.14,1,25,Germany
USC-SIkJalpha,inc death,1,DE,84,49,10,25,0.9,109,0.85,0.44,0.56,0.33,1,25,Germany
epiforecasts-EpiExpert,inc death,1,DE,72,22,17,33,0.83,111,0.94,0.32,0.76,0.26,1,25,Germany
epiforecasts-EpiNow2,inc death,1,DE,156,59,20,77,1.6,242,1.84,0.32,0.84,0.16,1,25,Germany
itwm-dSEIR,inc death,1,DE,83,28,23,31,0.98,123,1.06,0.36,0.76,0.08,1,25,Germany
EuroCOVIDhub-baseline,inc death,2,DE,140,81,12,47,1,209,1,0.83,1,0.23,1,24,Germany
EuroCOVIDhub-ensemble,inc death,2,DE,84,53,7,23,0.54,123,0.52,0.75,0.96,0.17,1,24,Germany
EuroCOVIDhub-mean,inc death,2,DE,84,54,7,23,0.54,125,0.54,0.75,0.96,0.19,1,24,Germany
EuroCOVIDhub-median,inc death,2,DE,81,44,11,26,0.53,127,0.55,0.67,0.96,0.1,1,24,Germany
FIAS_FZJ-Epi1Ger,inc death,2,DE,255,22,42,190,1.61,325,1.39,0.04,0.33,0.13,1,24,Germany
IEM_Health-CovidProject,inc death,2,DE,151,85,51,15,0.98,241,1.03,0.67,0.92,-0.03,1,24,Germany
ILM-EKF,inc death,2,DE,142,78,7,57,0.92,216,0.92,0.62,0.96,0.17,1,24,Germany
ITWW-county_repro,inc death,2,DE,100,8,50,43,0.67,125,0.57,0.04,0.17,-0.19,1,24,Germany
Imperial-DeCa,inc death,1,DE,123,5,66,52,1.51,140,1.29,0.14,0.24,0.05,1,21,Germany
Imperial-RtI0,inc death,1,DE,74,14,16,45,1.01,111,1.11,0.14,0.57,0.34,1,21,Germany
Imperial-sbkp,inc death,1,DE,48,9,8,31,0.65,70,0.7,0.19,0.67,0.2,1,21,Germany
Karlen-pypm,inc death,2,DE,121,49,7,65,0.83,193,0.89,0.33,0.88,0.28,1,24,Germany
LANL-GrowthRate,inc death,2,DE,115,35,67,13,0.69,178,0.76,0.52,0.91,-0.25,1,23,Germany
MIT_CovidAnalytics-DELPHI,inc death,2,DE,123,69,17,36,0.8,198,0.87,0.54,0.96,0.05,1,24,Germany
RobertWalraven-ESG,inc death,2,DE,134,44,75,14,0.78,191,0.77,0.58,0.92,-0.03,1,24,Germany
USC-SIkJalpha,inc death,2,DE,119,58,13,48,0.78,185,0.8,0.58,0.67,0.19,1,24,Germany
epiforecasts-EpiExpert,inc death,2,DE,104,31,23,50,0.72,165,0.78,0.29,0.75,0.2,1,24,Germany
epiforecasts-EpiNow2,inc death,2,DE,235,82,16,138,1.43,358,1.5,0.29,0.79,0.24,1,24,Germany
itwm-dSEIR,inc death,2,DE,110,40,28,43,0.78,161,0.77,0.38,0.71,0.09,1,24,Germany
EuroCOVIDhub-baseline,inc death,3,DE,188,111,12,65,1,290,1,0.7,1,0.26,1,23,Germany
EuroCOVIDhub-ensemble,inc death,3,DE,115,69,7,38,0.54,173,0.53,0.65,0.91,0.25,1,23,Germany
EuroCOVIDhub-mean,inc death,3,DE,117,71,7,39,0.56,179,0.55,0.61,0.91,0.26,1,23,Germany
EuroCOVIDhub-median,inc death,3,DE,106,56,11,40,0.51,180,0.55,0.48,0.91,0.14,1,23,Germany
FIAS_FZJ-Epi1Ger,inc death,3,DE,339,39,40,260,1.59,445,1.35,0.04,0.39,0.11,1,23,Germany
IEM_Health-CovidProject,inc death,3,DE,211,103,73,36,0.99,348,1.05,0.57,1,0.08,1,23,Germany
ILM-EKF,inc death,3,DE,216,100,11,105,1.02,345,1.05,0.39,0.91,0.16,1,23,Germany
ITWW-county_repro,inc death,3,DE,147,14,32,101,0.67,185,0.56,0.13,0.3,0.15,1,23,Germany
Karlen-pypm,inc death,3,DE,186,63,10,113,0.91,292,0.92,0.09,0.78,0.26,1,23,Germany
LANL-GrowthRate,inc death,3,DE,155,46,84,25,0.67,245,0.73,0.36,0.95,-0.18,1,22,Germany
MIT_CovidAnalytics-DELPHI,inc death,3,DE,126,87,18,21,0.61,192,0.62,0.78,1,0.03,1,23,Germany
RobertWalraven-ESG,inc death,3,DE,199,53,116,30,0.83,293,0.83,0.48,0.91,-0.04,1,23,Germany
USC-SIkJalpha,inc death,3,DE,161,67,10,84,0.78,254,0.76,0.48,0.61,0.22,1,23,Germany
epiforecasts-EpiExpert,inc death,3,DE,128,41,19,67,0.67,205,0.69,0.39,0.78,0.29,1,23,Germany
epiforecasts-EpiNow2,inc death,3,DE,327,121,15,192,1.47,496,1.48,0.26,0.78,0.25,1,23,Germany
itwm-dSEIR,inc death,3,DE,151,54,31,66,0.77,218,0.72,0.22,0.7,0.09,1,23,Germany
EuroCOVIDhub-baseline,inc death,4,DE,231,134,12,85,1,368,1,0.64,1,0.26,1,22,Germany
EuroCOVIDhub-ensemble,inc death,4,DE,152,92,5,54,0.57,229,0.54,0.59,1,0.28,1,22,Germany
EuroCOVIDhub-mean,inc death,4,DE,160,97,5,58,0.61,240,0.57,0.59,0.91,0.29,1,22,Germany
EuroCOVIDhub-median,inc death,4,DE,143,70,10,62,0.52,231,0.54,0.36,1,0.11,1,22,Germany
FIAS_FZJ-Epi1Ger,inc death,4,DE,425,61,35,329,1.57,568,1.29,0.18,0.45,0.14,1,22,Germany
IEM_Health-CovidProject,inc death,4,DE,285,121,101,63,1.08,471,1.1,0.45,1,0.1,1,22,Germany
ILM-EKF,inc death,4,DE,318,140,14,165,1.18,508,1.17,0.32,0.86,0.12,1,22,Germany
ITWW-county_repro,inc death,4,DE,249,23,19,207,0.85,316,0.7,0.09,0.32,0.2,1,22,Germany
Karlen-pypm,inc death,4,DE,287,84,11,191,1.07,436,1,0.23,0.64,0.23,1,22,Germany
LANL-GrowthRate,inc death,4,DE,193,58,95,39,0.63,318,0.68,0.48,0.9,-0.2,1,21,Germany
MIT_CovidAnalytics-DELPHI,inc death,4,DE,145,102,25,19,0.57,201,0.53,0.73,1,-0.03,1,22,Germany
RobertWalraven-ESG,inc death,4,DE,265,60,157,48,0.87,398,0.85,0.45,0.86,-0.07,1,22,Germany
UMass-MechBayes,inc death,1,DE,78,40,33,5,0.91,130,1.21,0.5,1,-0.37,1,22,Germany
USC-SIkJalpha,inc death,4,DE,202,86,14,103,0.77,316,0.73,0.45,0.55,0.11,1,22,Germany
epiforecasts-EpiExpert,inc death,4,DE,144,51,17,76,0.58,233,0.58,0.36,0.86,0.34,1,22,Germany
epiforecasts-EpiNow2,inc death,4,DE,449,197,15,237,1.66,656,1.52,0.23,0.86,0.26,1,22,Germany
itwm-dSEIR,inc death,4,DE,217,80,39,98,0.84,319,0.78,0.32,0.82,0.06,1,22,Germany
EuroCOVIDhub-relative_skill_weighted_mean,inc death,1,DE,46,29,11,5,0.59,62,0.61,0.76,1,0.01,1,21,Germany
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,1,DE,45,29,11,5,0.59,62,0.62,0.76,1,0.03,1,21,Germany
EuroCOVIDhub-relative_skill_weighted_median,inc death,1,DE,45,26,13,6,0.59,65,0.65,0.67,1,-0.03,1,21,Germany
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,1,DE,45,26,12,6,0.59,66,0.66,0.62,1,0.01,1,21,Germany
LANL-GrowthRate,inc death,5,DE,220,71,100,49,NA,360,NA,0.4,0.9,-0.1,1,20,Germany
UMass-MechBayes,inc death,2,DE,91,43,46,2,0.67,150,0.8,0.38,0.95,-0.41,1,21,Germany
USC-SIkJalpha,inc death,5,DE,258,112,18,128,NA,390,NA,0.43,0.48,0.11,1,21,Germany
EuroCOVIDhub-relative_skill_weighted_mean,inc death,2,DE,66,38,12,15,0.53,96,0.53,0.7,0.95,0.1,1,20,Germany
EuroCOVIDhub-relative_skill_weighted_median,inc death,2,DE,65,31,18,16,0.52,98,0.55,0.7,0.95,-0.04,1,20,Germany
LANL-GrowthRate,inc death,6,DE,253,82,107,64,NA,437,NA,0.21,0.89,0.02,1,19,Germany
UMass-MechBayes,inc death,3,DE,101,48,51,2,0.54,165,0.6,0.35,0.95,-0.46,1,20,Germany
EuroCOVIDhub-relative_skill_weighted_mean,inc death,3,DE,92,50,12,30,0.54,140,0.55,0.58,0.89,0.18,1,19,Germany
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,2,DE,57,36,5,17,0.53,83,0.53,0.74,0.95,0.14,1,19,Germany
EuroCOVIDhub-relative_skill_weighted_median,inc death,3,DE,87,39,17,31,0.51,133,0.52,0.53,0.89,0.07,1,19,Germany
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,2,DE,56,30,9,17,0.52,87,0.56,0.74,0.95,0.03,1,19,Germany
UMass-MechBayes,inc death,4,DE,109,59,48,2,0.45,159,0.44,0.37,0.89,-0.46,1,19,Germany
epiforecasts-EpiExpert_Rt,inc death,1,DE,110,32,23,55,1.86,171,2.32,0.28,0.56,0.09,1,18,Germany
EuroCOVIDhub-relative_skill_weighted_mean,inc death,4,DE,125,64,9,52,0.58,187,0.55,0.5,0.89,0.24,1,18,Germany
EuroCOVIDhub-relative_skill_weighted_median,inc death,4,DE,113,49,13,51,0.51,172,0.5,0.39,1,0.08,1,18,Germany
HZI-AgeExtendedSEIR,inc death,1,DE,29,17,2,10,0.5,78,0.64,0.56,1,0.19,1,24,Germany
epiforecasts-EpiExpert_Rt,inc death,2,DE,146,35,30,80,1.48,223,1.59,0.18,0.53,0.02,1,17,Germany
