model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
Karlen-pypm,inc case,4,BG,14588,1479,949,12160,3.16,18619,2.79,0.17,0.67,-0.13,1,6,Bulgaria
EuroCOVIDhub-baseline,inc death,1,BG,45,8,20,18,1,66,1,0.22,0.96,0.1,1,27,Bulgaria
EuroCOVIDhub-ensemble,inc death,1,BG,30,19,6,5,0.6,37,0.48,0.59,1,-0.08,1,27,Bulgaria
IEM_Health-CovidProject,inc death,1,BG,50,29,13,7,1.01,68,0.94,0.56,0.93,-0.1,1,27,Bulgaria
ILM-EKF,inc death,1,BG,38,30,2,6,0.78,41,0.53,0.93,1,0.04,1,27,Bulgaria
LANL-GrowthRate,inc death,1,BG,46,8,22,15,0.9,67,0.89,0.19,0.73,-0.32,1,26,Bulgaria
RobertWalraven-ESG,inc death,1,BG,36,8,25,3,0.76,50,0.7,0.37,0.78,-0.47,1,27,Bulgaria
USC-SIkJalpha,inc death,1,BG,42,15,12,15,0.88,47,0.62,0.3,0.41,0.07,1,27,Bulgaria
epiforecasts-EpiNow2,inc death,1,BG,44,22,6,16,0.84,67,0.87,0.48,0.96,-0.07,1,27,Bulgaria
EuroCOVIDhub-baseline,inc death,2,BG,76,15,29,33,1,117,1,0.27,0.92,0.08,1,26,Bulgaria
EuroCOVIDhub-ensemble,inc death,2,BG,40,24,5,11,0.46,56,0.38,0.77,0.96,-0.04,1,26,Bulgaria
IEM_Health-CovidProject,inc death,2,BG,77,42,20,16,0.95,103,0.82,0.54,0.85,0.04,1,26,Bulgaria
ILM-EKF,inc death,2,BG,56,34,2,20,0.66,77,0.56,0.77,1,0.05,1,26,Bulgaria
LANL-GrowthRate,inc death,2,BG,75,11,36,28,0.86,108,0.76,0.2,0.72,-0.44,1,25,Bulgaria
RobertWalraven-ESG,inc death,2,BG,46,10,33,3,0.61,61,0.53,0.46,0.77,-0.41,1,26,Bulgaria
USC-SIkJalpha,inc death,2,BG,48,21,11,16,0.6,57,0.43,0.23,0.46,0.07,1,26,Bulgaria
epiforecasts-EpiNow2,inc death,2,BG,61,27,3,31,0.62,85,0.52,0.65,0.92,0.01,1,26,Bulgaria
EuroCOVIDhub-baseline,inc death,3,BG,105,21,32,51,1,161,1,0.32,0.88,0.09,1,25,Bulgaria
EuroCOVIDhub-ensemble,inc death,3,BG,60,32,8,20,0.52,89,0.47,0.64,0.96,0.01,1,25,Bulgaria
IEM_Health-CovidProject,inc death,3,BG,111,58,23,30,1.01,154,0.88,0.52,0.88,0.09,1,25,Bulgaria
ILM-EKF,inc death,3,BG,95,43,5,46,0.79,150,0.79,0.56,0.96,0.01,1,25,Bulgaria
LANL-GrowthRate,inc death,3,BG,101,16,47,38,0.89,143,0.75,0.33,0.71,-0.43,1,24,Bulgaria
RobertWalraven-ESG,inc death,3,BG,63,12,44,7,0.64,85,0.55,0.44,0.64,-0.39,1,25,Bulgaria
USC-SIkJalpha,inc death,3,BG,63,27,13,22,0.6,76,0.45,0.36,0.52,-0.02,1,25,Bulgaria
epiforecasts-EpiNow2,inc death,3,BG,97,42,3,52,0.71,145,0.65,0.68,0.96,0.03,1,25,Bulgaria
EuroCOVIDhub-baseline,inc death,4,BG,135,25,38,72,1,202,1,0.33,0.79,0.15,1,24,Bulgaria
EuroCOVIDhub-ensemble,inc death,4,BG,90,43,14,33,0.6,137,0.54,0.62,0.88,0,1,24,Bulgaria
IEM_Health-CovidProject,inc death,4,BG,169,79,37,53,1.2,245,1.08,0.5,0.79,0.15,1,24,Bulgaria
ILM-EKF,inc death,4,BG,156,58,12,86,0.99,244,1,0.5,0.96,-0.06,1,24,Bulgaria
LANL-GrowthRate,inc death,4,BG,125,23,58,44,0.89,174,0.74,0.26,0.7,-0.46,1,23,Bulgaria
RobertWalraven-ESG,inc death,4,BG,86,14,59,14,0.69,114,0.58,0.5,0.62,-0.33,1,24,Bulgaria
UMass-MechBayes,inc death,1,BG,22,15,5,2,0.6,26,0.53,0.67,0.96,-0.19,1,24,Bulgaria
USC-SIkJalpha,inc death,4,BG,84,38,29,16,0.61,104,0.45,0.33,0.5,-0.07,1,24,Bulgaria
epiforecasts-EpiNow2,inc death,4,BG,157,70,4,84,0.97,234,0.91,0.58,1,-0.04,1,24,Bulgaria
LANL-GrowthRate,inc death,5,BG,130,30,55,45,NA,183,NA,0.32,0.73,-0.24,1,22,Bulgaria
UMass-MechBayes,inc death,2,BG,23,15,5,3,0.41,26,0.31,0.65,0.91,-0.19,1,23,Bulgaria
USC-SIkJalpha,inc death,5,BG,104,53,36,15,NA,134,NA,0.35,0.57,-0.23,1,23,Bulgaria
LANL-GrowthRate,inc death,6,BG,141,35,53,52,NA,198,NA,0.38,0.71,-0.08,1,21,Bulgaria
UMass-MechBayes,inc death,3,BG,32,15,11,6,0.5,55,0.5,0.32,0.82,-0.24,1,22,Bulgaria
UMass-MechBayes,inc death,4,BG,44,17,19,8,0.58,69,0.53,0.29,0.76,-0.22,1,21,Bulgaria
MUNI-ARIMA,inc death,1,BG,22,10,3,9,0.87,38,0.91,0.42,1,0.14,1,19,Bulgaria
MUNI-ARIMA,inc death,2,BG,31,15,6,10,0.74,49,0.71,0.5,1,0.07,1,18,Bulgaria
MUNI-ARIMA,inc death,3,BG,42,18,14,9,0.74,65,0.7,0.62,1,-0.09,1,16,Bulgaria
MUNI-ARIMA,inc death,4,BG,55,22,26,7,0.8,79,0.76,0.67,0.87,-0.12,1,15,Bulgaria
Karlen-pypm,inc death,1,BG,14,12,0,2,0.55,15,0.35,0.89,1,0.09,1,9,Bulgaria
Karlen-pypm,inc death,2,BG,26,17,1,8,0.51,42,0.5,0.62,1,0.14,1,8,Bulgaria
Karlen-pypm,inc death,3,BG,50,25,3,22,0.52,93,0.64,0.71,1,0.11,1,7,Bulgaria
Karlen-pypm,inc death,4,BG,102,34,10,58,0.74,182,0.94,0.33,0.83,-0.05,1,6,Bulgaria
EuroCOVIDhub-baseline,inc case,1,CH,1274,322,663,289,1,1891,1,0.26,1,-0.06,1,27,Switzerland
EuroCOVIDhub-ensemble,inc case,1,CH,1165,526,359,280,0.91,1688,0.9,0.52,1,-0.07,1,27,Switzerland
IEM_Health-CovidProject,inc case,1,CH,1501,417,345,739,1.16,2121,1.1,0.3,0.74,0.05,1,27,Switzerland
ILM-EKF,inc case,1,CH,1419,489,356,574,1.15,2243,1.21,0.33,0.85,0.07,1,27,Switzerland
LANL-GrowthRate,inc case,1,CH,1631,745,788,99,1.29,2359,1.25,0.62,0.88,-0.29,1,26,Switzerland
USC-SIkJalpha,inc case,1,CH,1477,359,822,296,1.15,1931,1,0.26,0.59,-0.15,1,27,Switzerland
epiforecasts-EpiNow2,inc case,1,CH,2022,1280,342,399,1.65,2829,1.53,0.58,0.92,0.06,1,26,Switzerland
EuroCOVIDhub-baseline,inc case,2,CH,1937,638,883,416,1,3116,1,0.19,1,-0.11,1,26,Switzerland
EuroCOVIDhub-ensemble,inc case,2,CH,2032,785,642,606,1.08,2660,0.87,0.46,0.88,-0.04,1,26,Switzerland
IEM_Health-CovidProject,inc case,2,CH,2962,621,761,1580,1.57,4093,1.33,0.27,0.58,0.16,1,26,Switzerland
ILM-EKF,inc case,2,CH,2511,947,404,1160,1.35,3772,1.25,0.42,0.85,0.14,1,26,Switzerland
LANL-GrowthRate,inc case,2,CH,2093,795,1118,180,1.11,3019,0.99,0.44,0.84,-0.24,1,25,Switzerland
USC-SIkJalpha,inc case,2,CH,3065,418,1385,1262,1.66,3535,1.17,0.35,0.38,-0.18,1,26,Switzerland
epiforecasts-EpiNow2,inc case,2,CH,4291,2656,554,1082,2.42,5757,1.94,0.52,0.88,0.07,1,25,Switzerland
EuroCOVIDhub-baseline,inc case,3,CH,2600,911,1128,560,1,4317,1,0.24,1,-0.15,1,25,Switzerland
EuroCOVIDhub-ensemble,inc case,3,CH,2840,1160,930,750,1.13,3736,0.88,0.48,0.8,0.02,1,25,Switzerland
IEM_Health-CovidProject,inc case,3,CH,4256,909,1199,2147,1.7,5537,1.3,0.32,0.56,0.12,1,25,Switzerland
ILM-EKF,inc case,3,CH,4025,1611,550,1864,1.64,5975,1.44,0.4,0.84,0.17,1,25,Switzerland
LANL-GrowthRate,inc case,3,CH,2631,874,1545,212,1.04,3763,0.88,0.33,0.75,-0.23,1,24,Switzerland
USC-SIkJalpha,inc case,3,CH,5178,478,1969,2730,2.21,5741,1.41,0.36,0.44,-0.23,1,25,Switzerland
epiforecasts-EpiNow2,inc case,3,CH,6738,3884,841,2013,2.92,9619,2.4,0.33,0.88,0.1,1,24,Switzerland
EuroCOVIDhub-baseline,inc case,4,CH,3311,1142,1463,706,1,5620,1,0.29,1,-0.11,1,24,Switzerland
EuroCOVIDhub-ensemble,inc case,4,CH,3012,1438,1030,543,0.89,4400,0.77,0.46,0.88,-0.05,1,24,Switzerland
IEM_Health-CovidProject,inc case,4,CH,4443,1231,1634,1577,1.28,6423,1.1,0.25,0.5,0.04,1,24,Switzerland
ILM-EKF,inc case,4,CH,4752,2281,815,1656,1.44,7060,1.26,0.33,0.83,0.16,1,24,Switzerland
LANL-GrowthRate,inc case,4,CH,3471,862,2316,293,1.09,4904,0.88,0.3,0.7,-0.22,1,23,Switzerland
USC-SIkJalpha,inc case,4,CH,7385,571,2331,4484,2.51,8148,1.55,0.33,0.38,-0.35,1,24,Switzerland
epiforecasts-EpiNow2,inc case,4,CH,6853,3638,1015,2200,2.23,10038,1.86,0.39,0.87,0.08,1,23,Switzerland
LANL-GrowthRate,inc case,5,CH,4546,873,3169,504,NA,6106,NA,0.27,0.64,-0.19,1,22,Switzerland
USC-SIkJalpha,inc case,5,CH,3824,601,2980,243,NA,4413,NA,0.26,0.43,-0.37,1,23,Switzerland
LANL-GrowthRate,inc case,6,CH,5283,953,3610,720,NA,6963,NA,0.19,0.67,-0.13,1,21,Switzerland
MUNI-ARIMA,inc case,1,CH,2089,306,485,1297,1.35,2851,1.33,0.37,0.68,0.11,1,19,Switzerland
MUNI-ARIMA,inc case,2,CH,3281,683,755,1843,1.37,4772,1.32,0.22,0.78,0.02,1,18,Switzerland
RobertWalraven-ESG,inc case,1,CH,1670,225,1190,256,1.2,2254,1.14,0.37,0.74,-0.39,1,27,Switzerland
MUNI-ARIMA,inc case,3,CH,4219,1122,1158,1939,1.28,6139,1.19,0.31,0.88,-0.07,1,16,Switzerland
RobertWalraven-ESG,inc case,2,CH,2480,265,1917,298,1.14,3280,1.03,0.35,0.69,-0.44,1,26,Switzerland
MUNI-ARIMA,inc case,4,CH,5199,1614,1668,1918,1.28,7970,1.21,0.33,0.93,-0.13,1,15,Switzerland
RobertWalraven-ESG,inc case,3,CH,3288,303,2976,9,1.11,4269,0.97,0.32,0.68,-0.54,1,25,Switzerland
RobertWalraven-ESG,inc case,4,CH,5054,328,4721,5,1.37,5712,1.01,0.38,0.62,-0.58,1,24,Switzerland
Karlen-pypm,inc case,1,CH,3370,1056,400,1914,1.68,5222,1.78,0.33,0.89,0.36,1,9,Switzerland
Karlen-pypm,inc case,2,CH,10473,2184,1232,7057,3.13,15390,3,0.25,0.38,0.26,1,8,Switzerland
Karlen-pypm,inc case,3,CH,22737,4749,1413,16575,4.8,33370,4.56,0,0.43,0.4,1,7,Switzerland
Karlen-pypm,inc case,4,CH,32105,6518,768,24819,5.17,45992,4.5,0.17,0.33,0.39,1,6,Switzerland
EuroCOVIDhub-baseline,inc death,1,CH,11,6,1,4,1,15,1,0.67,1,0.11,1,27,Switzerland
EuroCOVIDhub-ensemble,inc death,1,CH,8,4,1,3,0.7,12,0.8,0.44,0.89,0.28,1,27,Switzerland
IEM_Health-CovidProject,inc death,1,CH,11,4,1,5,1.05,15,1.05,0.48,0.78,0.26,1,27,Switzerland
ILM-EKF,inc death,1,CH,12,8,0,4,1.16,15,1.02,0.67,0.96,0.35,1,27,Switzerland
LANL-GrowthRate,inc death,1,CH,11,3,3,5,1,16,1.05,0.31,0.73,0.21,1,26,Switzerland
RobertWalraven-ESG,inc death,1,CH,7,4,1,1,0.61,9,0.63,0.7,0.96,-0.03,1,27,Switzerland
USC-SIkJalpha,inc death,1,CH,9,2,2,5,0.89,12,0.84,0.44,0.56,0.29,1,27,Switzerland
epiforecasts-EpiNow2,inc death,1,CH,13,5,0,7,1.16,20,1.32,0.44,0.92,0.43,1,25,Switzerland
EuroCOVIDhub-baseline,inc death,2,CH,14,11,1,2,1,16,1,1,1,0.08,1,26,Switzerland
EuroCOVIDhub-ensemble,inc death,2,CH,8,5,0,3,0.57,13,0.76,0.58,0.96,0.3,1,26,Switzerland
IEM_Health-CovidProject,inc death,2,CH,11,5,2,4,0.75,15,0.91,0.46,0.81,0.2,1,26,Switzerland
ILM-EKF,inc death,2,CH,15,10,0,6,1.16,20,1.26,0.62,0.96,0.4,1,26,Switzerland
LANL-GrowthRate,inc death,2,CH,13,3,3,6,0.94,19,1.15,0.28,0.56,0.27,1,25,Switzerland
RobertWalraven-ESG,inc death,2,CH,7,5,1,0,0.47,8,0.5,0.85,1,-0.09,1,26,Switzerland
USC-SIkJalpha,inc death,2,CH,10,2,2,6,0.69,14,0.82,0.35,0.5,0.35,1,26,Switzerland
epiforecasts-EpiNow2,inc death,2,CH,22,11,0,11,1.74,33,2.08,0.33,0.92,0.5,1,24,Switzerland
EuroCOVIDhub-baseline,inc death,3,CH,17,15,1,2,1,19,1,1,1,0.07,1,25,Switzerland
EuroCOVIDhub-ensemble,inc death,3,CH,11,6,1,4,0.58,16,0.78,0.64,0.96,0.31,1,25,Switzerland
IEM_Health-CovidProject,inc death,3,CH,15,7,3,5,0.81,23,1.13,0.36,0.92,0.18,1,25,Switzerland
ILM-EKF,inc death,3,CH,22,12,0,10,1.35,30,1.66,0.52,0.92,0.43,1,25,Switzerland
LANL-GrowthRate,inc death,3,CH,16,4,4,8,0.91,22,1.08,0.29,0.54,0.26,1,24,Switzerland
RobertWalraven-ESG,inc death,3,CH,7,6,2,0,0.43,10,0.51,0.88,1,-0.14,1,25,Switzerland
USC-SIkJalpha,inc death,3,CH,10,3,1,6,0.55,13,0.65,0.32,0.52,0.27,1,25,Switzerland
epiforecasts-EpiNow2,inc death,3,CH,49,28,1,20,3.25,64,3.59,0.35,0.91,0.47,1,23,Switzerland
EuroCOVIDhub-baseline,inc death,4,CH,20,18,1,2,1,23,1,1,1,0.08,1,24,Switzerland
EuroCOVIDhub-ensemble,inc death,4,CH,14,7,1,5,0.64,20,0.83,0.46,0.92,0.3,1,24,Switzerland
IEM_Health-CovidProject,inc death,4,CH,20,9,4,7,0.97,30,1.27,0.25,0.88,0.18,1,24,Switzerland
ILM-EKF,inc death,4,CH,30,15,0,14,1.61,43,1.97,0.38,0.96,0.45,1,24,Switzerland
LANL-GrowthRate,inc death,4,CH,18,5,5,9,0.91,26,1.04,0.26,0.57,0.27,1,23,Switzerland
RobertWalraven-ESG,inc death,4,CH,9,6,2,0,0.46,12,0.54,0.83,1,-0.19,1,24,Switzerland
USC-SIkJalpha,inc death,4,CH,12,3,3,6,0.6,18,0.73,0.29,0.46,0.23,1,24,Switzerland
epiforecasts-EpiNow2,inc death,4,CH,79,45,1,34,4.61,107,5.16,0.27,0.91,0.42,1,22,Switzerland
LANL-GrowthRate,inc death,5,CH,19,5,5,9,NA,26,NA,0.23,0.55,0.32,1,22,Switzerland
UMass-MechBayes,inc death,1,CH,10,3,1,7,0.96,15,1.04,0.3,0.87,0.38,1,23,Switzerland
USC-SIkJalpha,inc death,5,CH,12,4,3,5,NA,17,NA,0.35,0.48,-0.04,1,23,Switzerland
LANL-GrowthRate,inc death,6,CH,20,6,5,9,NA,29,NA,0.24,0.57,0.39,1,21,Switzerland
UMass-MechBayes,inc death,2,CH,10,3,0,6,0.67,14,0.88,0.41,0.91,0.39,1,22,Switzerland
UMass-MechBayes,inc death,3,CH,10,4,0,5,0.58,16,0.84,0.43,1,0.35,1,21,Switzerland
UMass-MechBayes,inc death,4,CH,14,6,1,7,0.74,22,1,0.4,0.85,0.27,1,20,Switzerland
MUNI-ARIMA,inc death,1,CH,9,3,3,3,1.09,15,1.26,0.42,0.89,0.08,1,19,Switzerland
MUNI-ARIMA,inc death,2,CH,10,6,1,2,0.9,15,1.24,0.61,1,0.04,1,18,Switzerland
MUNI-ARIMA,inc death,3,CH,12,8,1,3,0.95,17,1.27,0.81,1,0.04,1,16,Switzerland
MUNI-ARIMA,inc death,4,CH,15,11,2,3,0.98,21,1.27,0.87,1,-0.01,1,15,Switzerland
Karlen-pypm,inc death,1,CH,4,2,2,1,0.5,7,0.65,0.33,1,-0.24,1,9,Switzerland
Karlen-pypm,inc death,2,CH,6,2,3,1,0.66,8,0.75,0.5,0.88,-0.06,1,8,Switzerland
Karlen-pypm,inc death,3,CH,15,4,6,5,1,25,1.49,0.29,0.71,0.16,1,7,Switzerland
Karlen-pypm,inc death,4,CH,28,7,8,13,1.29,45,1.9,0,0.67,0.29,1,6,Switzerland
EuroCOVIDhub-baseline,inc case,1,CY,626,46,296,284,1,838,1,0.07,0.81,0.16,1,27,Cyprus
EuroCOVIDhub-ensemble,inc case,1,CY,469,193,87,190,0.77,694,0.85,0.48,0.85,0.11,1,27,Cyprus
IEM_Health-CovidProject,inc case,1,CY,634,80,165,390,1.03,859,1.03,0.15,0.41,0.04,1,27,Cyprus
ILM-EKF,inc case,1,CY,1440,222,283,936,2.65,1902,2.45,0.37,0.59,0.11,1,27,Cyprus
LANL-GrowthRate,inc case,1,CY,434,105,136,193,0.7,635,0.76,0.31,0.77,-0.35,1,26,Cyprus
USC-SIkJalpha,inc case,1,CY,834,408,204,222,1.34,839,1,0.48,0.59,0.08,1,27,Cyprus
epiforecasts-EpiNow2,inc case,1,CY,631,280,88,262,1.12,950,1.19,0.63,0.93,0.01,1,27,Cyprus
EuroCOVIDhub-baseline,inc case,2,CY,1131,100,535,496,1,1515,1,0.12,0.65,0.1,1,26,Cyprus
EuroCOVIDhub-ensemble,inc case,2,CY,1243,378,279,585,1.11,1752,1.17,0.38,0.69,0.15,1,26,Cyprus
IEM_Health-CovidProject,inc case,2,CY,1373,130,360,883,1.23,1743,1.15,0.08,0.38,0.2,1,26,Cyprus
ILM-EKF,inc case,2,CY,3386,489,455,2442,3.54,4436,3.25,0.31,0.58,0.12,1,26,Cyprus
LANL-GrowthRate,inc case,2,CY,1135,231,308,596,1.01,1608,1.05,0.24,0.68,-0.12,1,25,Cyprus
USC-SIkJalpha,inc case,2,CY,1285,516,415,354,1.1,1352,0.85,0.35,0.58,0.03,1,26,Cyprus
epiforecasts-EpiNow2,inc case,2,CY,1640,596,222,822,1.54,2447,1.63,0.42,0.81,-0.06,1,26,Cyprus
EuroCOVIDhub-baseline,inc case,3,CY,1617,146,768,703,1,2159,1,0.12,0.56,0.11,1,25,Cyprus
EuroCOVIDhub-ensemble,inc case,3,CY,2338,697,518,1123,1.47,3124,1.47,0.32,0.6,0.17,1,25,Cyprus
IEM_Health-CovidProject,inc case,3,CY,2279,212,621,1446,1.43,2804,1.3,0.16,0.32,0.29,1,25,Cyprus
ILM-EKF,inc case,3,CY,6959,1142,667,5150,5.25,9202,4.85,0.32,0.56,0.15,1,25,Cyprus
LANL-GrowthRate,inc case,3,CY,1859,378,579,902,1.17,2560,1.19,0.33,0.54,0.02,1,24,Cyprus
USC-SIkJalpha,inc case,3,CY,1866,626,684,556,1.1,1994,0.88,0.36,0.48,0.03,1,25,Cyprus
epiforecasts-EpiNow2,inc case,3,CY,2407,740,502,1165,1.54,3293,1.5,0.44,0.72,-0.11,1,25,Cyprus
EuroCOVIDhub-baseline,inc case,4,CY,2002,182,938,883,1,2684,1,0.08,0.54,0.07,1,24,Cyprus
EuroCOVIDhub-ensemble,inc case,4,CY,3526,1024,787,1715,1.82,4724,1.81,0.25,0.54,0.21,1,24,Cyprus
IEM_Health-CovidProject,inc case,4,CY,3127,333,854,1940,1.56,3878,1.42,0.12,0.38,0.27,1,24,Cyprus
ILM-EKF,inc case,4,CY,13945,2796,933,10216,8.71,18728,8.13,0.33,0.46,0.2,1,24,Cyprus
LANL-GrowthRate,inc case,4,CY,2348,429,916,1003,1.18,3094,1.15,0.3,0.48,0.07,1,23,Cyprus
USC-SIkJalpha,inc case,4,CY,2560,811,1016,733,1.19,2696,0.95,0.42,0.46,-0.01,1,24,Cyprus
epiforecasts-EpiNow2,inc case,4,CY,2482,825,934,723,1.16,3355,1.13,0.42,0.62,-0.14,1,24,Cyprus
LANL-GrowthRate,inc case,5,CY,2618,391,1094,1132,NA,3371,NA,0.14,0.41,0.1,1,22,Cyprus
USC-SIkJalpha,inc case,5,CY,3017,983,1145,889,NA,3297,NA,0.43,0.43,-0.02,1,23,Cyprus
LANL-GrowthRate,inc case,6,CY,2702,385,1085,1233,NA,3622,NA,0.1,0.33,0.09,1,21,Cyprus
MUNI-ARIMA,inc case,1,CY,338,100,112,126,0.55,491,0.59,0.53,0.84,0.01,1,19,Cyprus
MUNI-ARIMA,inc case,2,CY,826,221,319,287,0.7,1211,0.77,0.39,0.83,0.18,1,18,Cyprus
RobertWalraven-ESG,inc case,1,CY,767,84,407,275,1.26,1002,1.21,0.15,0.48,-0.17,1,27,Cyprus
MUNI-ARIMA,inc case,3,CY,1313,305,646,361,0.77,1877,0.84,0.31,0.81,0.15,1,16,Cyprus
RobertWalraven-ESG,inc case,2,CY,1363,106,892,364,1.15,1623,1.06,0.23,0.42,-0.18,1,26,Cyprus
MUNI-ARIMA,inc case,4,CY,1831,374,984,472,0.86,2673,0.95,0.2,0.73,0.14,1,15,Cyprus
RobertWalraven-ESG,inc case,3,CY,1793,129,1311,354,0.98,2090,0.93,0.24,0.4,-0.25,1,25,Cyprus
RobertWalraven-ESG,inc case,4,CY,2242,139,1737,365,0.97,2489,0.89,0.08,0.38,-0.34,1,24,Cyprus
Karlen-pypm,inc case,1,CY,915,355,44,516,1.27,1542,1.58,0.44,1,0.05,1,9,Cyprus
Karlen-pypm,inc case,2,CY,2728,614,70,2044,2.25,4128,2.42,0.25,0.88,0.15,1,8,Cyprus
Karlen-pypm,inc case,3,CY,6206,941,96,5169,3.7,8664,3.61,0.14,0.86,0.22,1,7,Cyprus
Karlen-pypm,inc case,4,CY,10596,940,94,9561,5.39,13986,4.89,0,0.83,0.34,1,6,Cyprus
EuroCOVIDhub-baseline,inc death,1,CY,3,0,1,1,1,4,1,0.26,0.89,-0.03,1,27,Cyprus
EuroCOVIDhub-ensemble,inc death,1,CY,2,1,1,0,0.84,3,0.89,0.59,0.96,-0.09,1,27,Cyprus
IEM_Health-CovidProject,inc death,1,CY,3,1,1,1,1.13,5,1.2,0.44,0.78,-0.1,1,27,Cyprus
ILM-EKF,inc death,1,CY,4,4,0,0,1.64,3,0.86,0.89,1,0.05,1,27,Cyprus
LANL-GrowthRate,inc death,1,CY,3,1,2,1,1.24,5,1.35,0.35,0.88,-0.14,1,26,Cyprus
RobertWalraven-ESG,inc death,1,CY,3,0,2,1,1.03,4,0.95,0.33,0.67,-0.25,1,27,Cyprus
USC-SIkJalpha,inc death,1,CY,3,1,1,1,1.25,4,1.14,0.26,0.44,-0.03,1,27,Cyprus
epiforecasts-EpiNow2,inc death,1,CY,2,1,0,0,0.9,3,0.84,0.74,1,-0.06,1,23,Cyprus
EuroCOVIDhub-baseline,inc death,2,CY,3,1,2,1,1,5,1,0.38,0.88,-0.11,1,26,Cyprus
EuroCOVIDhub-ensemble,inc death,2,CY,3,1,1,0,0.81,4,0.8,0.65,0.96,-0.05,1,26,Cyprus
IEM_Health-CovidProject,inc death,2,CY,4,1,2,1,1.36,6,1.29,0.35,0.77,-0.1,1,26,Cyprus
ILM-EKF,inc death,2,CY,5,4,0,0,1.61,4,0.88,0.85,1,0.08,1,26,Cyprus
LANL-GrowthRate,inc death,2,CY,4,1,2,1,1.34,6,1.29,0.32,0.68,-0.18,1,25,Cyprus
RobertWalraven-ESG,inc death,2,CY,3,1,2,1,1.09,5,0.94,0.35,0.77,-0.29,1,26,Cyprus
USC-SIkJalpha,inc death,2,CY,4,1,2,1,1.21,5,1.04,0.35,0.46,-0.07,1,26,Cyprus
epiforecasts-EpiNow2,inc death,2,CY,3,2,1,1,1.02,5,0.97,0.55,0.95,-0.01,1,22,Cyprus
EuroCOVIDhub-baseline,inc death,3,CY,4,1,2,1,1,6,1,0.44,0.84,-0.17,1,25,Cyprus
EuroCOVIDhub-ensemble,inc death,3,CY,3,2,1,1,0.83,4,0.66,0.52,0.96,-0.04,1,25,Cyprus
IEM_Health-CovidProject,inc death,3,CY,5,2,2,1,1.37,7,1.22,0.44,0.8,-0.14,1,25,Cyprus
ILM-EKF,inc death,3,CY,8,6,0,2,2.21,9,1.59,0.68,1,0.08,1,25,Cyprus
LANL-GrowthRate,inc death,3,CY,5,1,3,1,1.3,7,1.2,0.17,0.58,-0.26,1,24,Cyprus
RobertWalraven-ESG,inc death,3,CY,4,1,3,1,1.11,6,0.92,0.24,0.72,-0.51,1,25,Cyprus
USC-SIkJalpha,inc death,3,CY,4,1,2,1,1.17,6,0.95,0.36,0.48,-0.13,1,25,Cyprus
epiforecasts-EpiNow2,inc death,3,CY,4,3,1,1,1.08,6,1.04,0.52,0.95,0.01,1,21,Cyprus
EuroCOVIDhub-baseline,inc death,4,CY,5,1,2,1,1,7,1,0.46,0.88,-0.13,1,24,Cyprus
EuroCOVIDhub-ensemble,inc death,4,CY,7,5,1,1,1.32,6,0.88,0.58,0.96,0.03,1,24,Cyprus
IEM_Health-CovidProject,inc death,4,CY,6,2,3,1,1.35,8,1.14,0.38,0.79,-0.09,1,24,Cyprus
ILM-EKF,inc death,4,CY,15,10,1,4,3.74,18,2.91,0.58,1,0.12,1,24,Cyprus
LANL-GrowthRate,inc death,4,CY,6,1,4,1,1.32,8,1.16,0.22,0.52,-0.27,1,23,Cyprus
RobertWalraven-ESG,inc death,4,CY,6,1,4,1,1.25,7,1.03,0.38,0.58,-0.47,1,24,Cyprus
UMass-MechBayes,inc death,1,CY,2,1,1,1,0.8,4,0.99,0.46,1,-0.04,1,24,Cyprus
USC-SIkJalpha,inc death,4,CY,5,2,2,2,1.21,7,0.97,0.33,0.58,-0.15,1,24,Cyprus
epiforecasts-EpiNow2,inc death,4,CY,6,4,1,1,1.31,8,1.16,0.55,0.95,-0.02,1,20,Cyprus
LANL-GrowthRate,inc death,5,CY,7,1,5,1,NA,10,NA,0.14,0.41,-0.3,1,22,Cyprus
UMass-MechBayes,inc death,2,CY,3,1,1,1,0.82,5,0.93,0.43,0.96,-0.01,1,23,Cyprus
USC-SIkJalpha,inc death,5,CY,7,2,2,2,NA,8,NA,0.48,0.61,-0.11,1,23,Cyprus
LANL-GrowthRate,inc death,6,CY,8,1,5,2,NA,11,NA,0.1,0.43,-0.3,1,21,Cyprus
UMass-MechBayes,inc death,3,CY,4,2,1,2,1.08,6,1.09,0.36,1,0.07,1,22,Cyprus
UMass-MechBayes,inc death,4,CY,9,3,1,5,2.07,13,2.02,0.38,0.9,0.1,1,21,Cyprus
MUNI-ARIMA,inc death,1,CY,3,1,1,1,1.14,5,1.22,0.37,0.95,-0.06,1,19,Cyprus
MUNI-ARIMA,inc death,2,CY,4,1,2,1,1.18,6,1.18,0.44,0.89,-0.03,1,18,Cyprus
MUNI-ARIMA,inc death,3,CY,5,1,3,1,1.27,8,1.21,0.38,0.81,-0.05,1,16,Cyprus
MUNI-ARIMA,inc death,4,CY,6,2,3,1,1.34,9,1.23,0.4,0.73,-0.09,1,15,Cyprus
Karlen-pypm,inc death,1,CY,2,1,1,0,0.82,3,0.81,0.67,1,-0.39,1,9,Cyprus
