location_name,location,date,value,source,type
Belgium,BE,2020-07-15,11,Public,Scraped
Belgium,BE,2020-07-16,13,Public,Scraped
Belgium,BE,2021-07-16,27,Public,Scraped
Belgium,BE,2021-07-17,28,Public,Scraped
Belgium,BE,2021-07-18,20,Public,Scraped
Belgium,BE,2021-07-19,27,Public,Scraped
Belgium,BE,2021-07-20,30,Public,Scraped
Belgium,BE,2021-07-21,28,Public,Scraped
Belgium,BE,2021-07-22,28,Public,Scraped
Belgium,BE,2021-07-23,27,Public,Scraped
Belgium,BE,2021-07-24,34,Public,Scraped
Belgium,BE,2021-07-25,27,Public,Scraped
Belgium,BE,2021-07-26,25,Public,Scraped
Belgium,BE,2021-07-27,39,Public,Scraped
Belgium,BE,2021-07-28,43,Public,Scraped
