location_name,location,date,value,source,type
United Kingdom,GB,2020-11-12,1917,Hub,Scraped
United Kingdom,GB,2020-11-11,1973,Hub,Scraped
United Kingdom,GB,2020-11-10,1857,Hub,Scraped
United Kingdom,GB,2020-11-09,1768,Hub,Scraped
United Kingdom,GB,2020-11-08,1693,Hub,Scraped
United Kingdom,GB,2020-11-07,1560,Hub,Scraped
United Kingdom,GB,2020-11-06,1418,Hub,Scraped
United Kingdom,GB,2020-11-05,1592,Hub,Scraped
United Kingdom,GB,2020-11-04,1691,Hub,Scraped
United Kingdom,GB,2020-11-03,1529,Hub,Scraped
United Kingdom,GB,2020-11-02,1576,Hub,Scraped
United Kingdom,GB,2020-11-01,1498,Hub,Scraped
United Kingdom,GB,2020-10-31,1462,Hub,Scraped
United Kingdom,GB,2020-10-30,1387,Hub,Scraped
United Kingdom,GB,2020-10-29,1593,Hub,Scraped
United Kingdom,GB,2020-10-28,1494,Hub,Scraped
United Kingdom,GB,2020-10-27,1500,Hub,Scraped
United Kingdom,GB,2020-10-26,1541,Hub,Scraped
United Kingdom,GB,2020-10-25,1427,Hub,Scraped
United Kingdom,GB,2020-10-24,1263,Hub,Scraped
United Kingdom,GB,2020-10-23,1299,Hub,Scraped
United Kingdom,GB,2020-10-22,1287,Hub,Scraped
United Kingdom,GB,2020-10-21,1264,Hub,Scraped
